[400. 367.],[347. 317.],[301. 379.],[331. 318.],[345. 392.],[336. 361.],[379. 310.],[318. 364.],[387. 334.],[344. 323.],[352. 305.],[311. 369.],[398. 355.],[373. 310.],[313. 396.],[317. 350.],[328. 302.],[344. 398.],[387. 357.],[311. 355.],[303. 312.],[315. 360.],[397. 374.],[375. 379.],[324. 393.],[327. 314.],[304. 395.],[314. 339.],[363. 327.],[357. 387.],[326. 309.],[313. 356.],[300. 393.],[302. 367.],[307. 396.],[321. 357.],[398. 374.],[311. 312.],[377. 385.],[322. 399.],[343. 384.],[314. 363.],[308. 362.],[384. 335.],[341. 314.],[337. 330.],[342. 352.],[372. 390.],[339. 314.],[336. 362.]
[527.20305014 432.22835239],[504.603797  406.6692922],[440.47822715 419.37804506],[477.60938538 403.44990147],[495.57136961 448.18202083],[489.71492225 419.51856682],[525.2137344  403.80715144],[501.10513982 435.71227407],[533.02208943 413.95455236],[498.29981389 413.78251441],[494.4268044  395.39148034],[473.20073621 431.70275288],[533.30885528 424.99466772],[509.73500815 398.1282651 ],[455.8740431  424.34385131],[475.82387072 416.32078705],[479.74836207 393.12694627],[488.28122976 453.89259481],[519.17158798 425.81882857],[440.56881017 405.75856875],[447.50110705 396.61449712],[480.60287409 424.68744106],[512.19206627 432.04318385],[517.20881248 440.75748628],[478.04223937 440.34005536],[461.26327517 403.02551851],[449.49950722 431.23340914],[452.4142914  405.62554922],[510.96428064 417.55154659],[506.84426134 444.16661107],[469.04876568 396.57146157],[459.72574963 414.74270166],[463.51291651 432.62444018],[448.83117079 414.92570637],[462.28540901 442.16921649],[469.19619673 409.79687361],[528.12895897 442.65754343],[460.18529384 392.45997795],[517.766936   451.35781177],[476.5084234  449.58118281],[491.37522624 440.63453885],[486.35992935 432.94767895],[467.61580969 422.35554311],[524.14120294 417.42035809],[517.3407509 409.2479161],[484.83474202 411.40422436],[504.59037572 424.51063908],[505.16485392 454.82127114],[491.32207904 404.22214556],[495.27160051 427.54719351]
[527.84366916 432.42376759],[505.21163223 406.88170288],[441.02867526 419.4546084 ],[478.2271133  403.65938747],[496.20704039 448.38848145],[490.33856858 419.73182867],[525.83343056 403.99693562],[501.73687001 435.93057748],[533.66064977 414.13988072],[498.92487898 414.00594562],[495.04965754 395.61027451],[473.81032587 431.87991381],[533.95954222 425.1818518 ],[510.34441758 398.34127436],[456.44323761 424.4929085 ],[476.44450219 416.53203556],[480.38081408 393.34736207],[488.88995339 454.06833864],[519.81611916 426.01900789],[441.16752969 405.87873574],[448.12234228 396.75536236],[481.24682674 424.88897703],[512.81955454 432.23936205],[517.84906838 440.94894094],[478.63095067 440.51215121],[461.8658666  403.21446042],[450.0727551  431.35584041],[453.01675755 405.77454896],[511.61132313 417.75362607],[507.48493511 444.37802652],[469.64916704 396.77468626],[460.33264651 414.91307677],[464.08340228 432.75126098],[449.42968596 415.07209409],[462.88216343 442.30845377],[469.81421471 409.98266167],[528.76424289 442.86105319],[460.82308401 392.63302829],[518.38745947 451.55718408],[477.15029364 449.76214211],[491.98686139 440.84668219],[486.99206851 433.1567282 ],[468.22951999 422.52775391],[524.78226372 417.60885102],[517.96139222 409.4392783 ],[485.45594995 411.618674  ],[505.22701712 424.70777474],[505.77773179 455.03322796],[491.94053432 404.4390826 ],[495.9152928  427.75919539]
[528.48563413 432.61924161],[505.82099364 407.09407917],[441.58155967 419.53275447],[478.84616874 403.86866663],[496.84403673 448.59826874],[490.96382683 419.9454194 ],[526.45419941 404.18693248],[502.36939697 436.14952267],[534.29994179 414.325357  ],[499.55119552 414.22907238],[495.67374519 395.82868029],[474.41984547 432.05810366],[534.61091071 425.36951362],[510.95523547 398.55399248],[457.0129236  424.64275022],[477.06652385 416.74364974],[481.01389609 393.56735836],[489.5004187  454.24560236],[520.46165863 426.21952524],[441.76845814 405.99906358],[448.74555473 396.8965873 ],[481.89116728 425.09168887],[513.44820137 432.43593472],[518.49034183 441.14093131],[479.22021721 440.68544956],[462.47026218 403.40380102],[450.646509   431.47958895],[453.62103056 405.92413017],[512.25906508 417.95583823],[508.12656229 444.59019228],[470.2528594  396.97769994],[460.94096835 415.084332  ],[464.65518035 432.88003857],[450.02987837 415.21985651],[463.48017616 442.44922867],[470.43408967 410.16913146],[529.40063209 443.06483722],[461.46216865 392.80602722],[519.00936165 451.7572565 ],[477.79325591 449.94504078],[492.59963682 441.06001183],[487.62486059 433.36661854],[468.84372327 422.70085837],[525.42415077 417.79766233],[518.58323659 409.63095007],[486.07844053 411.83315741],[505.8648329  424.90533345],[506.39208232 455.24609899],[492.56044269 404.65587425],[496.5598346  427.97181031]
[529.09100905 432.80328368],[506.39585569 407.29394772],[442.10406352 419.60772967],[479.43000084 404.06548182],[497.44472882 448.79835544],[491.55370996 420.14674707],[527.03936471 404.36596011],[502.96542012 436.35619588],[534.90222207 414.50000438],[500.14171001 414.43900011],[496.26211785 396.0338733 ],[474.99346379 432.22672143],[535.22453853 425.54663078],[511.53127731 398.75398094],[457.54965171 424.78442608],[477.65306464 416.94306671],[481.61032638 393.77402051],[490.07640153 454.41392347],[521.06995377 426.4084829 ],[442.33598432 406.11251284],[449.33385856 397.02991072],[482.49782175 425.28351757],[514.04070227 432.62144823],[519.09468204 441.32198804],[479.77526124 440.84950657],[463.04062823 403.58232855],[451.18692264 431.59734647],[454.19108884 406.06544081],[512.86915942 418.14611638],[508.73107985 444.79052611],[470.82371115 397.16868787],[461.51472973 415.24622168],[465.19420756 433.00289545],[450.59592631 415.36014533],[464.04403115 442.58308161],[471.0188325 410.3451351],[530.00033565 443.25676447],[462.06455854 392.96873338],[519.59576617 451.94609384],[478.39911127 450.11879277],[493.17714337 441.26175552],[488.22073202 433.56470025],[469.42196157 422.86449088],[526.02877389 417.97568868],[519.16927229 409.81157886],[486.66513155 412.03490162],[506.46593609 425.0915804 ],[506.97138216 455.44717659],[493.14497693 404.85978677],[497.16686428 428.17235529]
[529.73550442 432.99891953],[507.00813635 407.506306  ],[442.66160876 419.68901727],[480.05165946 404.27445253],[498.08424484 449.0136228 ],[492.18199193 420.3609987 ],[527.66215437 404.55643031],[503.59944848 436.57648944],[535.54285268 414.68576477],[500.77036309 414.6617703 ],[496.88846075 396.25155718],[475.6028768  432.40688693],[535.87707562 425.73534285],[512.1447218  398.96621688],[458.12073847 424.93568211],[478.27749092 417.15523402],[482.24474773 393.99319377],[490.68999746 454.59434325],[521.71724497 426.60962924],[442.94113603 406.23335711],[449.9608938  397.17199969],[483.14273844 425.48850989],[514.67138698 432.81895369],[519.73780039 441.51491919],[480.36546543 441.02507119],[463.64849245 403.77241438],[451.76163931 431.72390562],[454.79854448 406.21627528],[513.51811505 418.34849323],[509.37433539 445.00416085],[471.43347103 397.37148062],[462.12575703 415.41911601],[465.76831032 433.13545547],[451.19898473 415.5105358 ],[464.64432248 442.72688125],[471.64197609 410.53284546],[530.63860151 443.46098427],[462.70598658 393.14168044],[520.22021269 452.14745688],[479.04363496 450.3052766 ],[493.79191168 441.4773848 ],[488.85448068 433.77608276],[470.03689724 423.03926424],[526.67202104 418.16519058],[519.79317596 410.00383546],[487.28977698 412.24933884],[507.10577162 425.28995462],[507.58842561 455.66180369],[493.76747191 405.07632866],[497.81268886 428.38613511]
[530.34320305 433.18314803],[507.58571529 407.70618321],[443.18846015 419.76698145],[480.63795542 404.47103155],[498.68725821 449.21834635],[492.77464507 420.5629581 ],[528.24920207 404.73593612],[504.19684871 436.78447627],[536.14637191 414.86072324],[501.36305734 414.87138928],[497.47892651 396.45611563],[476.17641629 432.57734483],[536.49170991 425.91347566],[512.72322523 399.16578552],[458.65903893 425.07866317],[478.86617519 417.35512423],[482.84251984 394.19909435],[491.2688107  454.76567186],[522.32715905 426.79921259],[443.51259815 406.34741509],[450.55278959 397.30620202],[483.74990015 425.68247703],[515.26579629 433.00535195],[520.34386305 441.69688132],[480.92132862 441.19130929],[464.22216646 403.95164252],[452.30299204 431.84440806],[455.37157385 406.35885685],[514.12937538 418.53898671],[509.98038528 445.20589235],[472.00995213 397.56233143],[462.70205652 415.58255001],[466.30958754 433.26191525],[451.76769417 415.65326023],[465.21026725 442.86361566],[472.22978536 410.71003542],[531.24004639 443.65334073],[463.31066913 393.30444499],[520.80901825 452.33751796],[479.65074065 450.48233357],[494.37131148 441.68135952],[489.45123794 433.97563547],[470.61588694 423.20448372],[527.27792747 418.34389215],[520.38117555 410.18503834],[487.8784975  412.45108459],[507.70875938 425.47702171],[508.17030931 455.86458051],[494.35441876 405.28003179],[498.42092624 428.5878499 ]
[530.95197995 433.36749657],[508.16458443 407.90608383],[443.71738732 419.84641082],[481.22545161 404.66753701],[499.29134894 449.42496816],[493.36857522 420.76522992],[528.8371292  404.91569737],[504.79488709 436.99312542],[536.7504513  415.03583321],[501.95675464 415.08096021],[498.0703454  396.66038226],[476.74993497 432.74867509],[537.10678276 426.0921332 ],[513.30286503 399.36518941],[459.19823913 425.22226473],[479.45579661 417.55520743],[483.44098736 394.40462583],[491.84887728 454.93851521],[522.93775959 426.98908616],[444.08593633 406.46184698],[451.14641179 397.44090133],[484.35722487 425.87746314],[515.86102827 433.19225327],[520.95069295 441.87924063],[481.4775375  441.35857436],[464.79741859 404.1311945 ],[452.84480334 431.96632502],[455.94590621 406.50209838],[514.74112601 418.7295437 ],[510.58707477 445.40828835],[472.58897002 397.75319854],[463.27955672 415.74669245],[466.85184199 433.3900868 ],[452.33752646 415.79714251],[465.77714953 443.00175208],[472.81891507 410.88775871],[531.84221171 443.84586363],[463.91638433 393.46726224],[521.39891893 452.52812482],[480.25826161 450.66089436],[494.95151887 441.88639139],[490.04828852 434.17583516],[471.19514618 423.37043839],[527.88434203 418.52295041],[520.96999532 410.36651189],[488.46804992 412.65278962],[508.31253413 425.66448216],[508.75336148 456.06815198],[494.94243234 405.48365015],[499.02957944 428.79011654]
[531.56179806 433.55198518],[508.74472041 408.10601862],[444.24836819 419.92731299],[481.81414648 404.86399323],[499.89647576 449.6332898 ],[493.9637313  420.96781546],[529.42592204 405.09572737],[505.39353605 437.20244404],[537.35507795 415.2111196 ],[502.55143782 415.29048384],[498.66270602 396.86438201],[477.32344197 432.92086113],[537.7222567  426.27131381],[513.88363263 399.56444419],[459.73842233 425.36649439],[480.04631321 417.75548044],[484.04018001 394.60979779],[492.4301408  455.11286332],[523.54903263 427.17926924],[444.66112619 406.57670361],[451.7417493 397.5761233],[484.96469782 426.0734527 ],[516.4570791  433.37965208],[521.55828044 442.06201317],[482.03406645 441.5268934 ],[465.37426253 404.31106999],[453.38709596 432.08968092],[456.52154517 406.64603878],[515.353377   418.92020251],[511.19440865 445.61134669],[473.17046776 397.94410968],[463.85824869 415.91154101],[467.39509803 433.51998143],[452.90848355 415.94216249],[466.34494332 443.14130057],[473.4093636  411.06602559],[532.44509156 444.0385682 ],[464.52318241 393.63019106],[521.98991592 452.7192765 ],[480.8661291  450.84092004],[495.53254222 442.0925023 ],[490.64563685 434.37672243],[471.77471905 423.53713659],[528.49127244 418.70237402],[521.55965483 410.54826907],[489.05844633 412.85448923],[508.91709045 425.8523651 ],[509.33760792 456.27253297],[495.53151051 405.68719778],[499.63865856 428.99297371]
[532.17262086 433.73663528],[509.32610098 408.30599866],[444.78138189 420.00969321],[482.40403964 405.06042486],[500.50259655 449.8431335 ],[494.56006298 421.17071695],[530.01556762 405.2760393 ],[505.99277042 437.41243655],[537.96024001 415.38660744],[503.14708994 415.49996407],[499.255998   397.06813987],[477.89694997 433.09388684],[538.33810024 426.45101303],[514.46551885 399.7635663 ],[460.27966103 425.51136582],[480.63769035 417.95594635],[484.64012805 394.81462196],[493.01254827 455.28870263],[524.16096362 427.36978055],[445.23814503 406.69203297],[452.33879223 397.7118933 ],[485.57230706 426.27042917],[517.05394309 433.56754546],[522.16661492 442.24521427],[482.5908954  441.69629229],[465.95270985 404.49126901],[453.92989685 432.21449433],[457.09849642 406.79071469],[515.96613706 419.11099913],[511.80239085 445.81506277],[473.7543822  398.13509309],[464.43812531 416.07709197],[467.93937251 433.65160556],[453.48056737 416.08830044],[466.91362399 443.28226922],[474.00112607 411.24484527],[533.04867917 444.23146878],[465.13111056 393.79328902],[522.58200906 452.9109693 ],[481.47428549 451.02237013],[496.110166  442.3000612],[491.24321807 434.57833049],[472.35464857 423.70458586],[529.09872456 418.88217221],[522.15017012 410.73032303],[489.64969674 413.05621851],[509.52242059 426.04069839],[509.92300025 456.47773806],[496.12165037 405.89068923],[500.24810178 429.19646571]
[532.78441253 433.92146936],[509.90870499 408.5060354 ],[445.31640886 420.09355471],[482.99513159 405.25685673],[501.10960071 450.05433329],[495.15751874 421.37393784],[530.60605369 405.45664607],[506.59248594 437.62311697],[538.56592662 415.56232165],[503.74369306 415.70940788],[499.85021196 397.27168091],[478.4704737  433.26773663],[538.95428704 426.63122429],[515.04851401 399.962573  ],[460.82201791 425.65689766],[481.22989984 418.15661349],[485.24086163 395.01911215],[493.59597946 455.46602495],[524.77353761 427.56063815],[445.81697184 406.80788019],[452.93753163 397.84823643],[486.18004101 426.46837531],[517.65161127 433.75593315],[522.77568344 442.42885862],[483.14793259 441.86680047],[466.52764881 404.67274279],[454.47323644 432.3407783 ],[457.67666345 406.93618088],[516.57941346 419.30196739],[512.41094793 446.01943477],[474.34055054 398.32620821],[465.01909933 416.24336164],[468.48467335 433.78496171],[454.05369041 416.23555645],[467.48316689 443.42466436],[474.59410338 411.42423008],[533.65296578 444.42457898],[465.74012995 393.95662852],[523.17519301 453.10319741],[482.08260657 451.20521106],[496.68494356 442.50902481],[491.84097981 434.78068128],[472.93497353 423.87279334],[529.70670246 419.0623547 ],[522.74155383 410.91268713],[490.24180763 413.25801231],[510.12851195 426.22950905],[510.50949681 456.68377534],[496.71284819 406.0941397 ],[500.85785982 429.40063441]
[533.39713791 434.10651071],[510.49251217 408.70614078],[445.85342586 420.17890026],[483.58733156 405.45332953],[501.71738976 450.26673066],[495.75604684 421.57748281],[531.19736868 405.63756034],[507.19258707 437.83449978],[539.17212789 415.73828691],[504.34122846 415.91882521],[500.44533768 397.4750306 ],[479.04402849 433.44239543],[539.57079517 426.81193954],[515.63260786 400.16148238],[461.36554376 425.80311325],[481.82291589 418.35749451],[485.84240407 395.22328551],[494.18032936 455.64481985],[525.38673927 427.75185939],[446.39749429 406.92430462],[453.5378627  397.98519196],[486.78788881 426.66727332],[518.25007031 433.94481749],[523.38546942 442.61296039],[483.70510063 442.03844345],[467.09977255 404.85535236],[455.01714481 432.46854148],[458.25594799 407.08249046],[517.1932118  419.49313917],[513.02001661 446.22445688],[474.92881312 398.51752244],[465.60110316 416.4103661 ],[469.03100101 433.92004891],[454.62777964 416.38393044],[468.05354603 443.56849072],[475.18820715 411.6041803 ],[534.25794083 444.61791164],[466.35021548 394.12027746],[523.76945792 453.29595318],[482.69098789 451.38940854],[497.25736425 442.71936016],[492.43888023 434.9837884 ],[473.51572884 424.04176563],[530.31520857 419.24293166],[523.33381541 411.09537493],[490.83478076 413.45990497],[510.73534756 426.41882341],[511.09706131 456.89064725],[497.30509758 406.29756539],[501.4678936  429.60551877]
[534.04917381 434.30337811],[511.11414338 408.91884435],[446.42621981 420.27125878],[484.21770884 405.66216972],[502.36395232 450.49358659],[496.39313552 421.7941219 ],[531.82660166 405.83014344],[507.83052607 438.05989856],[539.81684258 415.92563841],[504.97721508 416.14112222],[501.07876756 397.69095099],[479.65348359 433.62886717],[540.22615195 427.0044629 ],[516.25454046 400.37270887],[461.94174894 425.94865484],[482.45393437 418.57122668],[486.48249744 395.43991403],[494.8022133  455.83633049],[526.03912598 427.95555098],[447.01609561 407.04873228],[454.17741513 398.13138013],[487.43398311 426.87966368],[518.88701395 434.14591647],[524.03427967 442.8092352 ],[484.29718552 442.22227203],[467.70525197 405.05053996],[455.59577048 432.60571218],[458.87286721 407.23900573],[517.84616872 419.69672262],[513.66790043 446.44305464],[475.55627704 398.72103422],[466.2206008  416.58852197],[469.61288195 434.06545348],[455.23904111 416.54262573],[468.66051487 443.72276485],[475.82096341 411.79611874],[534.9017313  444.82372416],[466.99993723 394.29471672],[524.40223274 453.50144899],[483.33748479 451.58671012],[497.86363201 442.94447833],[493.07455182 435.20072044],[474.13357895 424.22208643],[530.96260605 419.43522919],[523.96442937 411.28992293],[491.46613268 413.67475117],[511.38118482 426.62067438],[511.7227865 457.1115165],[497.93574207 406.51370557],[502.11670899 429.82421541]
[534.70220149 434.50053932],[511.7371118  409.13165627],[447.00114941 420.36510839],[484.84920099 405.87114291],[503.01122906 450.72147171],[497.03134409 422.01115246],[532.4567939  406.02310327],[508.46873346 438.28612811],[540.46218366 416.11339859],[505.61429789 416.36326705],[501.71329453 397.906754  ],[480.26303326 433.81622301],[540.88182793 427.19749642],[516.87779529 400.58384764],[462.51708978 426.08593705],[483.08588222 418.78527525],[487.12358817 395.65626402],[495.42502442 456.02939508],[526.69234841 428.15977034],[447.63641115 407.17393916],[454.81859528 398.27828343],[488.08033134 427.09310388],[519.52500131 434.34746583],[524.68397439 443.00617696],[484.88931757 442.40756455],[468.3090431  405.24673581],[456.17518337 432.74416312],[459.49109016 407.39662812],[518.49991924 419.90077195],[514.31646135 446.66240082],[476.18598872 398.92488634],[466.84119881 416.76721305],[470.19603955 434.21252405],[455.85143609 416.70219341],[469.26835278 443.87833901],[476.45513212 411.98876041],[535.54649178 445.02993068],[467.65113633 394.46977004],[525.03635071 453.70761532],[483.98398084 451.78555507],[498.46840676 443.1712011 ],[493.71056945 435.41875913],[474.75219303 424.4030631 ],[531.61083874 419.62798234],[524.59634877 411.48492545],[492.09876365 413.88994317],[512.02804968 426.8232458 ],[512.34989106 457.33343319],[498.56773488 406.72986444],[502.76611415 430.04393774]
[535.31767347 434.68639369],[512.32461895 409.33206325],[447.54407983 420.45462403],[485.44449854 406.06797903],[503.62100797 450.93673965],[497.63297233 422.21578257],[533.05073194 406.2050599 ],[509.06959419 438.49981017],[541.07007141 416.29042593],[506.21479898 416.57243229],[502.31137479 398.1097394 ],[480.83684335 433.99332059],[541.49924347 427.3796648 ],[517.4654558 400.7825399],[463.05809153 426.20906011],[483.68142235 418.98699718],[487.7278583  395.85964449],[496.01188758 456.21257854],[527.30771555 428.35237321],[448.22169282 407.29248958],[455.42342925 398.41725697],[488.68875527 427.29489897],[520.12616724 434.53773297],[525.29609715 443.19200594],[485.44661087 442.58311304],[468.87632752 405.43212157],[456.7212214  432.87555613],[460.07374537 407.54593833],[519.11573235 420.09305887],[514.92721331 446.86945995],[476.78027286 399.1171891 ],[467.42623653 416.93566992],[470.74561963 434.35213897],[456.42838723 416.85302433],[469.84107945 444.02576592],[477.05286037 412.17055369],[536.15394145 445.22423847],[468.26503092 394.63498775],[525.6341876  453.90213338],[484.59227255 451.97392881],[499.03640241 443.38587747],[494.30918966 435.62468909],[475.3347821 424.573811 ],[532.22142695 419.80984018],[525.19192652 411.66881907],[492.69497026 414.09262914],[512.63750159 427.01445843],[512.94104412 457.54308827],[499.16353699 406.93333714],[503.37745741 430.25151662]
[535.93396838 434.87256472],[512.91328757 409.53259972],[448.08874942 420.54522612],[486.04070144 406.26499837],[504.23129973 451.15268218],[498.23550911 422.42078947],[533.64547584 406.38737579],[509.67058566 438.71425916],[541.67846059 416.46778912],[506.81616827 416.78169933],[502.91032003 398.3126335 ],[481.41077638 434.17114412],[542.11695453 427.56231484],[518.05417085 400.9812296 ],[463.59882865 426.32715639],[484.2777065  419.18899661],[488.3330126  396.06281118],[496.59938187 456.39721061],[527.92363699 428.54538929],[448.80835043 407.41176234],[456.02955777 398.55694816],[489.2972644  427.49757735],[520.72801707 434.72857983],[525.90883875 443.37832162],[486.00385669 442.75981143],[469.44306843 405.61811983],[457.26802679 433.00792439],[460.65711726 407.69622367],[519.73206162 420.28561866],[515.53827781 447.07712086],[477.37604355 399.30999162],[468.01222175 417.10429273],[471.29584397 434.4928145 ],[457.00583764 417.00438919],[470.41439584 444.17409619],[477.65140243 412.35279998],[536.76199598 445.4187907 ],[468.87992682 394.80071957],[526.2330233  454.09712082],[485.20034432 452.16348308],[499.60348035 443.60182334],[494.90781579 435.83133692],[475.91773737 424.74492732],[532.83250322 419.99215279],[525.78833779 411.85309174],[493.29195931 414.29550169],[513.24756542 427.20625469],[513.53311506 457.75352433],[499.76031192 407.1368622 ],[503.98892929 430.45990377]
[536.58967145 435.07075627],[513.54003378 409.74583255],[448.66934036 420.64263402],[486.67514886 406.47456418],[504.88024652 451.38276917],[498.8766736  422.63904618],[534.27832629 406.58150361],[510.30921663 438.94297727],[542.32548745 416.65671938],[507.45614909 417.00398217],[503.54775348 398.52818646],[482.02072504 434.36085901],[542.77356714 427.75687006],[518.68096076 401.19233224],[464.17333607 426.44806335],[484.91213208 419.40398504],[488.97700152 396.27849411],[497.22433325 456.59488003],[528.57883026 428.751043  ],[449.43314527 407.53932627],[456.67497246 398.70612194],[489.94403523 427.7138962 ],[521.36843072 434.93186118],[526.56066871 443.57698274],[486.59585723 442.94899424],[470.0451308  405.81634177],[457.85001544 433.14948886],[461.27796688 407.8570653 ],[520.38769277 420.49075485],[516.18808983 447.29846215],[478.01085019 399.51540086],[468.63596534 417.28359893],[471.88141482 434.64347308],[457.62020587 417.16569808],[471.02423161 444.33265931],[478.28856965 412.54702196],[537.40896331 445.62592449],[469.53471417 394.97758286],[526.8705513  454.30492095],[485.84625452 452.36627811],[500.20548793 443.83279169],[495.54413826 436.05198346],[476.53787094 424.92721709],[533.48258427 420.1863634 ],[526.42330433 412.04938821],[493.92748279 414.51148617],[513.89667785 427.41083535],[514.16347566 457.97810903],[500.39567244 407.35319979],[504.63913347 430.68241321]
[537.24624088 435.26936483],[514.16806297 409.95924809],[449.25174495 420.74112277],[487.31057117 406.68439186],[505.5296625 451.6134099],[499.51877813 422.85776262],[534.91211007 406.77606123],[510.94789761 439.17257427],[542.97312932 416.84614882],[508.09714117 417.22626055],[504.18622738 398.7437414 ],[482.63084752 434.55132031],[543.43048165 427.9519129 ],[519.30901611 401.40345925],[464.74803765 426.56545031],[485.54742791 419.61935324],[489.62202137 396.49402921],[497.84998268 456.79404474],[529.2347741  428.95727869],[450.05936637 407.66773072],[457.32175619 398.85605532],[490.59103466 427.93117016],[522.00974707 435.13569146],[527.21325337 443.77634421],[487.18777179 443.13959216],[470.64754251 406.01503754],[458.43310791 433.29190242],[461.892363   408.01924961],[521.04409271 420.6964349 ],[516.83841778 447.52048763],[478.64719317 399.72143759],[469.26077435 417.46294473],[472.46781714 434.79518949],[458.23517607 417.32742082],[471.63470605 444.49211481],[478.92688778 412.74178133],[538.05680361 445.83347795],[470.19081931 395.15525538],[527.50930798 454.51332495],[486.49195999 452.57041251],[500.80721928 444.06525198],[496.18071356 436.27368404],[477.15872592 425.10996655],[534.13345127 420.38109812],[527.05951368 412.24620495],[494.56418632 414.72790929],[514.54665626 427.616227  ],[514.79507356 458.20365855],[501.03228456 407.56965284],[505.28981087 430.9060241 ]
[538.13608407 435.53889385],[515.0200884  410.24836345],[450.04265448 420.87628108],[488.17203428 406.96880578],[506.40907623 451.92631994],[500.38917427 423.15455955],[535.77170386 407.0401044 ],[511.8119689  439.48479664],[543.851097   417.10426843],[508.96700559 417.52491859],[505.05294496 399.03594307],[483.45667146 434.81030755],[544.31948975 428.21621217],[520.16219373 401.68893135],[465.52658327 426.71975686],[486.40911496 419.91185326],[490.4968278  396.78578243],[498.69860105 457.06509269],[530.12539095 429.23834291],[450.90876324 407.84313639],[458.19910711 399.05962544],[491.46836353 428.2269836 ],[522.88125635 435.41084915],[528.09887983 444.04889518],[487.98858955 443.40170999],[471.46428326 406.28493317],[459.22491616 433.48526395],[462.71694732 408.24149748],[521.93584321 420.97789742],[517.72171152 447.82256249],[479.51317749 400.00076701],[470.10839528 417.70616294],[473.26595109 435.00362218],[459.07168993 417.54682494],[472.46260316 444.70977082],[479.79627382 413.00734623],[538.93761433 446.11650324],[471.0842012  395.39873091],[528.35830984 454.80136554],[487.36648593 452.85017796],[501.6239128  444.38367105],[497.04548945 436.5785568 ],[478.00362494 425.3591737 ],[535.01832222 420.64538194],[527.92625522 412.51422262],[495.43156637 415.02356595],[515.43046372 427.89687223],[515.65436698 458.51211994],[501.89808469 407.86281531],[506.17514335 431.21237008]
[538.75595314 435.72686347],[515.61410966 410.44971061],[450.59420529 420.97121919],[488.77235735 407.1669841 ],[507.02135352 452.14442969],[500.99564759 423.36157073],[536.37055573 407.22420551],[512.41330447 439.70287999],[544.46243682 417.28417857],[509.57303446 417.73326711],[505.65670013 399.23916403],[484.03154327 434.99117325],[544.93839195 428.40060633],[520.75672534 401.8876689 ],[466.06855779 426.82584081],[487.00939033 420.11567949],[491.10648671 396.98866696],[499.28947966 457.25526777],[530.74538207 429.43424912],[451.5006992  407.96590002],[458.81052423 399.20201941],[492.07880379 428.43367335],[523.48796466 435.60321249],[528.71524116 444.23893089],[488.54571913 443.58502566],[472.03323951 406.47289334],[459.77690619 433.62061   ],[463.28632268 408.39704935],[522.55661497 421.17378677],[518.33600989 448.03325832],[480.11622626 400.19592249],[470.69908707 417.87515253],[473.82115769 435.14913277],[459.65323    417.69979145],[473.03896463 444.86188471],[480.40145132 413.19231766],[539.55044789 446.31359179],[471.70617834 395.56862835],[528.95154325 455.00170486],[487.97448151 453.04573763],[502.19182332 444.60627955],[497.64681454 436.79105382],[478.5914592  425.53280528],[535.63412316 420.82981388],[528.52967064 412.70107523],[496.0353674  415.22927409],[516.04556337 428.09263568],[516.2525103  458.72731093],[502.50109212 408.06689154],[506.79077157 431.42615201]
[539.41546326 435.92715017],[516.24668159 410.66392759],[451.18157053 421.07309631],[489.41131421 407.37793864],[507.67241378 452.37659521],[501.64104954 423.58215511],[537.00784524 407.42030487],[513.0524203  439.93557433],[545.11269138 417.47584038],[510.2179771 417.9550903],[506.29918797 399.45515121],[484.6427563  435.18406504],[545.59644039 428.59709066],[521.38964899 402.09901973],[466.64486977 426.93778132],[487.64814572 420.33268152],[491.75541749 397.20423068],[499.91794224 457.45896694],[531.40476866 429.64295424],[452.13057758 408.09714552],[459.46120149 399.35407283],[492.72766286 428.6542654 ],[524.13326953 435.80850044],[529.37059602 444.44150042],[489.13769301 443.78100978],[472.63871893 406.67281934],[460.36477543 433.76519348],[463.88753053 408.56334621],[523.21685359 421.38229593],[518.9888004  448.25775569],[480.75776908 400.40418721],[471.32784704 418.05446609],[474.4113287  435.30437357],[460.27095082 417.86268222],[473.65186917 445.02427269],[481.04520153 413.38919997],[540.20199251 446.52339275],[472.36783165 395.7499504 ],[529.58475371 455.21467384],[488.62019608 453.25464194],[502.79537755 444.84411787],[498.28574416 437.01759653],[479.21645264 425.71770823],[536.28896905 421.02642559],[529.1716906  412.90016623],[496.67772598 415.44813458],[516.6996695  428.30139525],[516.88878706 458.95675636],[503.1427935 408.2839391],[507.44499727 431.65423943]
